"dataset
string","id
string","messages
list","direction
string","metadata
dict"
"doda","doda_6411","[{""content"": ""ترجم من الدارجة للإنجليزية: هنا!"", ""role"": ""user""},{""content"": ""Here!"", ""role"": ""assistant""}]","dr_en","null"
"doda_multi_turns","doda_multi_turns_2595","[{""content"": ""ترجم من الدارجة للإنجليزية: سافي نمشيو غدّا"", ""role"": ""user""},{""content"": ""Let's go tomorrow"", ""role"": ""assistant""},{""content"": ""ترجم: عندك طوموبيلا غزالا."", ""role"": ""user""},{""content"": ""You have a very nice car."", ""role"": ""assistant""},{""content"": ""ترجم: إوا علاش كاتهضرو?"", ""role"": ""user""},{""content"": ""So what are you talking about?"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_5671","[{""content"": ""ترجم من الدارجة للإنجليزية: نقدرو نعرفو المكانة الاجتماعية الخاصة بالموظفين فالمنظمة على طريق البحث فالتفاعلات المتنوعة بيناتهم."", ""role"": ""user""},{""content"": ""By looking at the various interactions among staff members, we can determine their social position in the organization."", ""role"": ""assistant""}]","dr_en","null"
"flores+","flores+_4527","[{""content"": ""ترجم من الدارجة للإنجليزية: سيفط شي إيمايلات للطلبة ف الجامعة المحلية ووصلاتو بزاف نتاع عروض السكن المجاني."", ""role"": ""user""},{""content"": ""He emailed students at the local university and received an overwhelming number of offers for free accommodation."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_573","[{""content"": ""ترجم من الدارجة للإنجليزية: أشنو راإياك ف لبطاطا?"", ""role"": ""user""},{""content"": ""What do you think about potatoes?"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_42105","[{""content"": ""ترجم من الدارجة للإنجليزية: ماتبقاش غي كاتخرباق, مايمكانش إديرو هادشي"", ""role"": ""user""},{""content"": ""Stop talking nonsense, they would never do that"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_1017","[{""content"": ""ترجم من الدارجة للإنجليزية: كلامك هووا لكبير"", ""role"": ""user""},{""content"": ""As you say."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_2833","[{""content"": ""ترجم من الدارجة للإنجليزية: كتبين الصورة الناتجة عليه على بزاف من الأقواس المركزة (أجزاء من دوائر مثالية) اللي يمكن ياخد منها المركز الدقيق بسهولة، و اللي مماثلة مع القطب السماوي، اللي كاين مباشرة فوق موقع القطب الحقيقي (الشمال أو الجنوب) في الأفق."", ""role"": ""user""},{""content"": ""The resulting photograph reveals a multitude of concentric arcs (portions of perfect circles) from which the exact center can be readily derived, and which corresponds to the Celestial pole, which lies directly above the position of the true pole (North or South) on the horizon."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_9627","[{""content"": ""ترجم من الدارجة للإنجليزية: وجّدتي شي موسيقا زوينا?"", ""role"": ""user""},{""content"": ""Have you got some music that will be suitable?"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_27381","[{""content"": ""ترجم من الدارجة للإنجليزية: علاش ماكاتبغيهش?"", ""role"": ""user""},{""content"": ""why you don't love him?"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_961","[{""content"": ""ترجم من الدارجة للإنجليزية: تيتعتقد أن الرياضيات ماشي عالمية وما كايناش بأي معنى حقيقي، غير في العقول ديالت البشر."", ""role"": ""user""},{""content"": ""It is held that mathematics is not universal and does not exist in any real sense, other than in human brains."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_7707","[{""content"": ""ترجم من الدارجة للإنجليزية: كيداير معا لخدما?"", ""role"": ""user""},{""content"": ""How is work going?"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_39639","[{""content"": ""ترجم من الدارجة للإنجليزية: اللاه معايا"", ""role"": ""user""},{""content"": ""God is with me"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_4705","[{""content"": ""ترجم من الدارجة للإنجليزية: في الغالب، كيتعتبرو هادوك الفنانين هما نيت ""عابري الحدود""."", ""role"": ""user""},{""content"": ""These artists are often ""border crossers"" themselves."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_5385","[{""content"": ""ترجم من الدارجة للإنجليزية: مثلا، الشخص المريض بالسرطان يقدر يتلقى المعلومات أو الأموال أو الدعم المعنوي اللازم باش يتحمل العلاج و يبرَا."", ""role"": ""user""},{""content"": ""For example, a person who is sick with cancer may receive information, money, or moral support he or she needs to endure treatment and recover."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_30717","[{""content"": ""ترجم من الدارجة للإنجليزية: كنت خايف بزاف تا أنا منين بديت كانركب طيارا قبل عشر سنين"", ""role"": ""user""},{""content"": ""I was very scared, too, when I started getting on the plane ten years ago"", ""role"": ""assistant""}]","dr_en","null"
"flores+","flores+_687","[{""content"": ""ترجم من الدارجة للإنجليزية: هادوك لي بوس كان تيحكم فيهم بروفينزانو فاش وقف لحرب نتاع رينا ضد الدولة اللي قتلات ناس دلمفيا المسيحية جيوفاني فلاكون و باولو بورسيلينو ف 1992."""", ""role"": ""user""},{""content"": ""These bosses had been reined in by Provenzano when he put an end to the Riina-driven war against the state that claimed the lives of Mafia crusaders Giovanni Falcone and Paolo Borsellino in 1992."""", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_40941","[{""content"": ""ترجم من الدارجة للإنجليزية: هووّا ديما سكران"", ""role"": ""user""},{""content"": ""he is always drunk"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_7539","[{""content"": ""ترجم من الدارجة للإنجليزية: من الأحسن نتفاداو بحال هد الكلمات بستعمال أي بدائل ممكنة"", ""role"": ""user""},{""content"": ""It is better if such words are avoided by using alternatives whenever possible."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_17859","[{""content"": ""ترجم من الدارجة للإنجليزية: إفريقيا قارّا كبيرا "", ""role"": ""user""},{""content"": ""Africa is a large continent"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_19293","[{""content"": ""ترجم من الدارجة للإنجليزية: لا, ماعمري كانت هنا من قبال"", ""role"": ""user""},{""content"": ""No, I've never been here before"", ""role"": ""assistant""}]","dr_en","null"
"doda_few_shot","doda_few_shot_951","[{""content"": ""ترجم من الدارجة للإنجليزية: أه راه زويين بزاف <|assistant|> Yes, it's very nice. <|user|> ترجم من الدارجة للإنجليزية: لاش كاتلمّح? <|assistant|> What are you implying? <|user|> ترجم من الدارجة للإنجليزية: فيكرا مزيانا, غادي ناخود حتا أنا واحدا <|assistant|> Good idea, I'll get one too <|user|> ترجم من الدارجة للإنجليزية: نتا راجع من لوس انجلوس و تعطلات طيارتك"", ""role"": ""user""},{""content"": ""You're getting back from Los Angeles and your plane's been delayed."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_1611","[{""content"": ""ترجم من الدارجة للإنجليزية: النجاعة كتزاد ملي كنتجو مخرجات كثر بلا منبدلو المدخلات، بمعنى أخر، ملي كنقلصو كمية التضييع"", ""role"": ""user""},{""content"": ""Efficiency is improved if more output is generated without changing inputs, or in other words, the amount of ""waste"" is reduced."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_14787","[{""content"": ""ترجم من الدارجة للإنجليزية: فاش كانشوف لخضر, كانشوف لحمر تاهوا"", ""role"": ""user""},{""content"": ""when I see green, I see red too"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_9807","[{""content"": ""ترجم من الدارجة للإنجليزية: أش بان ليك إلا حاتينا روايد ديال ناموسييا ديالك أُ أنا ندافعك فڭاع ناواحي ديال لمادينا"", ""role"": ""user""},{""content"": ""How about we put wheels on your sunbed and I push you around town on it."", ""role"": ""assistant""}]","dr_en","null"
